Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
17:15:43,2022-11-20,5974975909.0,8779336259.0,7423.52,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
03:39:08,2023-03-26,1790685798.0,6867808693.0,5603.55,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
19:27:23,2023-04-14,8728252364.0,9124460602.0,10262.43,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
09:50:54,2022-12-28,6346729012.0,5859610966.0,8084.39,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
21:34:26,2023-04-11,8513878247.0,252326549.0,10925.01,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
06:36:17,2023-04-28,5092286678.0,5087395818.0,10636.71,Albanian lek,UK pounds,Albania,UK,Cross-border,0.0,Normal_Fan_In
19:26:42,2023-03-06,3780172478.0,5760909783.0,9073.42,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0.0,Normal_Fan_In
18:39:58,2022-10-16,6085977970.0,566217385.0,16281.13,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
09:38:01,2023-02-14,5672144578.0,7267126550.0,12803.98,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
17:13:12,2022-12-15,7398758549.0,3571079151.0,20519.12,UK pounds,Euro,UK,Netherlands,Cross-border,0.0,Normal_Fan_In
23:07:50,2022-12-03,9287687932.0,1384580764.0,7769.28,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
18:50:03,2022-10-31,8492898128.0,1237100004.0,9491.85,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
05:35:00,2023-01-12,9688752077.0,8902170280.0,8069.53,Albanian lek,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
10:50:03,2022-11-10,6126329038.0,2265952467.0,5805.93,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:35:09,2023-05-14,4642044888.0,9889461052.0,14132.53,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
17:33:58,2023-02-19,809650889.0,2121837965.0,7791.28,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
19:15:30,2022-12-08,3145787842.0,2392170793.0,14811.79,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
02:10:50,2022-11-15,8447262409.0,9344895173.0,8824.47,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
23:27:05,2022-11-09,3534680226.0,7756436223.0,8081.38,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
12:20:33,2023-04-03,8119158920.0,9195518229.0,10607.94,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
08:35:01,2023-01-03,8038977550.0,9935797721.0,15041.5,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
22:49:49,2023-01-25,2131431832.0,5505377425.0,10256.86,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
19:10:03,2023-01-26,6847232889.0,4498251595.0,15091.16,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
13:14:55,2022-12-20,6781017521.0,6082530241.0,6446.06,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
03:58:01,2023-05-11,8609841720.0,8646193759.0,4794.48,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
08:11:49,2022-11-09,1209320069.0,1772573034.0,8906.98,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
14:41:13,2023-04-07,3217967778.0,299973224.0,7648.82,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
22:48:10,2023-02-18,168439096.0,5782732440.0,33486.61,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
09:07:34,2023-05-15,575573175.0,3964684573.0,13273.96,UK pounds,Euro,UK,Netherlands,Cross-border,0.0,Normal_Fan_In
16:49:42,2023-04-09,2206309042.0,2382616930.0,6088.89,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
22:07:44,2022-12-21,4519058173.0,6084644768.0,19558.36,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
18:42:41,2022-10-21,4036863938.0,9105786218.0,10392.42,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
08:55:54,2023-02-04,6653857753.0,8678224569.0,8866.67,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
22:18:52,2022-12-07,666830836.0,5047305009.0,10789.98,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
21:42:48,2023-01-20,2484836244.0,1726662427.0,5229.41,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
18:08:22,2022-11-25,2966830922.0,6854247254.0,8736.75,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
17:09:47,2023-05-20,8265223763.0,9238067867.0,5411.25,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
12:09:39,2022-11-29,604054002.0,6106832390.0,13973.13,Euro,UK pounds,Netherlands,UK,Cross-border,0.0,Normal_Fan_In
13:08:44,2023-05-16,3518308056.0,3838255034.0,15335.18,UK pounds,Euro,UK,Spain,Cross-border,0.0,Normal_Fan_In
14:52:01,2023-04-26,1780564521.0,3033806248.0,4871.94,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
11:22:38,2023-04-07,2475159047.0,9677184579.0,9734.11,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
17:59:32,2022-12-06,9682792283.0,4357702926.0,11406.59,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
21:54:34,2023-01-04,7635311818.0,7527928936.0,17567.68,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
09:00:46,2022-12-28,6294735919.0,6035776910.0,12648.94,Moroccan dirham,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
20:26:37,2023-02-13,7266075374.0,7548958071.0,24877.38,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
12:37:38,2023-05-03,8344817814.0,4943302708.0,12965.2,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
11:03:54,2022-12-01,4636838869.0,3301972709.0,10191.23,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
20:08:14,2023-01-04,5754415339.0,2382017268.0,20211.28,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
19:55:38,2022-11-04,6635499326.0,5919618560.0,5734.99,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
21:11:44,2023-04-10,7733994582.0,1307157684.0,6145.4,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
09:18:41,2022-10-25,9824860188.0,5315284576.0,7016.56,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
09:54:20,2023-02-16,3822124395.0,6300920512.0,30951.8,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
21:55:40,2022-12-03,354262221.0,9972703278.0,5302.92,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
11:27:18,2022-10-19,8887599615.0,833289727.0,7757.31,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
11:25:06,2022-11-11,852787330.0,2479246304.0,18100.44,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
10:02:25,2022-12-06,8381781635.0,99147746.0,9844.57,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
20:15:02,2023-05-09,669725958.0,9127526246.0,8395.4,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:39:32,2023-03-27,5151384473.0,7847873072.0,19744.4,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
08:19:05,2023-01-04,8423651316.0,4406495966.0,6152.12,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
00:51:48,2022-11-18,7042286949.0,7274811288.0,8358.77,Euro,UK pounds,Germany,UK,Cross-border,0.0,Normal_Fan_In
01:06:15,2023-03-19,9904345285.0,8882145606.0,8734.86,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
15:13:49,2022-12-15,6501473089.0,2372344791.0,22148.8,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
20:13:13,2023-03-01,8886126812.0,3783343269.0,19082.69,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
11:09:32,2023-01-24,8039683746.0,6770602569.0,6657.45,Euro,UK pounds,Austria,UK,Cross-border,0.0,Normal_Fan_In
15:49:30,2022-10-15,6061823825.0,9206688131.0,15496.97,Albanian lek,Swiss franc,Albania,Switzerland,Cross-border,0.0,Normal_Fan_In
23:13:42,2023-03-30,4300455347.0,4604953997.0,7001.23,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
08:14:37,2022-10-16,3076909125.0,6835176258.0,9391.55,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
22:56:18,2022-12-31,8631587067.0,8049614621.0,7002.16,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
12:53:42,2023-02-05,6938762170.0,3675645835.0,4445.16,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
08:38:04,2023-01-04,5706158790.0,4093557639.0,11244.83,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Fan_In
14:09:02,2023-02-26,9024823351.0,1976420245.0,8220.11,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
09:52:41,2023-03-26,1153747006.0,7796880373.0,4971.39,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0.0,Normal_Fan_In
13:53:44,2022-11-13,5529289794.0,3424796752.0,8934.27,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
20:43:36,2023-03-02,1339983654.0,1825801530.0,5319.39,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:05:52,2022-11-20,42206252.0,2787963358.0,13604.82,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
23:26:48,2023-04-22,1792658205.0,3616517268.0,7830.65,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
22:19:26,2023-02-17,3688789874.0,6056725713.0,4874.34,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
10:22:09,2022-12-08,2815403084.0,3848356014.0,13672.71,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0.0,Normal_Fan_In
22:59:34,2023-05-20,6884328765.0,4108045080.0,12794.23,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
09:22:12,2023-05-26,6493435541.0,8930637971.0,9143.52,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
08:28:12,2023-04-04,9179753641.0,6765377046.0,9430.11,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0.0,Normal_Fan_In
22:03:02,2023-04-13,5793262953.0,6741935680.0,4952.92,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
22:20:03,2023-03-11,7487165653.0,8560851570.0,12875.63,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
17:59:19,2022-11-17,6901188212.0,3799080345.0,10599.28,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
20:49:32,2023-05-22,4541736907.0,4325952441.0,6587.92,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:29:05,2023-03-13,5604930054.0,9607355537.0,7193.55,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
08:27:49,2023-03-02,5790897088.0,9631229705.0,12338.18,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
17:26:55,2023-04-11,9033138723.0,4271271664.0,7183.22,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
20:00:58,2022-12-07,2012295095.0,2928367983.0,14492.88,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
17:15:37,2023-02-21,9926561559.0,8500617062.0,6395.36,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
09:22:55,2022-12-23,7489728074.0,9952797010.0,4760.03,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:08:26,2022-11-07,2375641079.0,8636781446.0,7442.75,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
14:57:09,2022-10-08,9829634457.0,4085276112.0,15813.18,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
12:59:25,2023-04-08,4362197115.0,5321321560.0,14948.32,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:04:32,2022-12-31,1043123783.0,3559105450.0,16118.67,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
11:47:29,2022-10-17,7556975170.0,8541794579.0,15974.21,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
20:14:05,2023-01-28,2008096015.0,5089437699.0,5974.64,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
23:42:59,2023-01-29,7935141473.0,3984941212.0,9412.18,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:47:25,2022-12-06,1084837138.0,3342534550.0,11828.55,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
20:08:16,2023-05-04,7294983827.0,4020044584.0,5429.3,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
12:56:10,2022-12-13,2483022307.0,1012653159.0,7713.15,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
20:32:30,2023-01-16,6632499400.0,5001016667.0,6816.68,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
20:39:37,2023-02-03,7468470337.0,134489489.0,31360.83,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
06:26:06,2023-04-25,2254861601.0,6427816025.0,12106.64,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
09:19:57,2023-05-19,5285768.0,2520471673.0,11720.13,Yen,UK pounds,Japan,UK,Cross-border,0.0,Normal_Fan_In
02:44:53,2022-12-27,6655069441.0,1574538339.0,7279.05,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
20:39:29,2023-03-04,4959942060.0,8538137481.0,6954.21,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
18:42:16,2022-10-14,274249261.0,5695529310.0,9573.85,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
11:37:04,2023-04-27,5102585748.0,4063484504.0,16618.61,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
22:09:58,2023-02-15,8556345702.0,3707295399.0,6040.37,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
18:50:48,2022-11-23,2924035358.0,9371565891.0,9255.79,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
21:19:59,2022-12-02,9641917504.0,4488851881.0,24462.45,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
07:59:47,2023-02-16,6617343344.0,5536444677.0,13624.56,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
12:13:43,2022-12-01,8143013670.0,3301972709.0,13061.41,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
12:18:29,2023-02-23,8582596921.0,1769648203.0,12540.71,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
16:21:23,2023-04-17,6827741846.0,5545924885.0,18868.02,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
21:35:04,2022-12-16,8844415532.0,3651915050.0,5129.48,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
11:23:13,2023-02-26,4432565833.0,7084252300.0,5832.72,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:51:40,2022-11-30,2491232861.0,1984254439.0,5495.58,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
08:16:21,2022-12-25,6646196370.0,4796599250.0,4969.51,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
22:49:05,2023-05-01,2889674469.0,899345346.0,4703.1,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:29:36,2023-01-12,248252529.0,8673273037.0,21120.66,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
17:17:51,2022-12-09,7656835515.0,2651545563.0,8051.97,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
09:52:06,2023-04-18,7665200166.0,4116463917.0,8143.4,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
20:30:55,2023-05-17,2022448989.0,282207282.0,12717.52,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
11:47:44,2023-05-13,8688980630.0,7259559681.0,9921.36,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
10:50:23,2022-11-24,4675190022.0,7356778350.0,5730.31,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
21:14:24,2022-10-28,35842273.0,506353990.0,6012.04,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
22:20:50,2023-04-17,7265730693.0,7901935837.0,9091.96,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
23:03:30,2023-02-15,9217728501.0,4205161716.0,14495.77,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
22:46:20,2023-05-01,3094850286.0,5366626182.0,14182.87,UK pounds,Indian rupee,UK,UK,Debit card,0.0,Normal_Fan_In
16:38:18,2023-05-04,2453473029.0,3690613055.0,5999.32,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
15:18:23,2022-11-29,7099780860.0,233785952.0,20369.33,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
05:29:26,2023-02-14,2856101924.0,6541552727.0,9229.92,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
22:36:30,2023-04-14,7288840264.0,7283729445.0,22376.32,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
23:35:47,2023-03-25,8065459994.0,3219626897.0,4415.86,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
20:28:28,2022-11-27,4352612852.0,691333574.0,6263.14,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
20:18:04,2023-03-22,9128865475.0,6562230880.0,19008.8,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
10:35:29,2022-10-29,5855032629.0,8965293680.0,33489.19,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
12:04:16,2022-11-27,1860636487.0,9222328899.0,21043.38,UK pounds,Turkish lira,UK,Turkey,Cross-border,0.0,Normal_Fan_In
18:29:19,2023-02-04,3310895608.0,2020131745.0,4490.49,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
11:58:45,2023-01-11,5862573217.0,2785270271.0,10781.56,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
17:45:23,2023-02-09,171619461.0,5171820686.0,6990.75,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:23:01,2023-01-01,245380252.0,8593139149.0,9107.01,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
21:32:06,2023-02-04,9508801110.0,7571252126.0,5097.17,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
14:13:50,2022-12-01,6994191059.0,8168151762.0,46952.67,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
11:25:43,2023-05-05,6663988529.0,4863051428.0,5291.9,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
15:43:38,2023-05-16,8326693729.0,5348476278.0,24663.16,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:43:01,2023-01-08,1527038979.0,90140955.0,8304.97,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
13:27:00,2022-11-20,5514520476.0,7203327004.0,9415.08,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:03:24,2022-11-14,7632651642.0,6346358313.0,17299.96,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
08:08:03,2023-05-29,9274021425.0,7612687594.0,14456.09,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
20:23:53,2023-05-22,7824955352.0,8435120378.0,6121.49,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
23:56:09,2023-04-12,7518557250.0,6304709430.0,13422.82,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
16:14:21,2023-02-27,453866260.0,2009095402.0,33228.61,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
14:06:22,2023-05-05,9261612655.0,1907571999.0,6791.06,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:43:45,2023-05-29,6480236890.0,508869207.0,11790.74,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
16:36:15,2022-11-13,7746056633.0,3564465602.0,5157.28,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
23:05:32,2023-03-11,1178069929.0,2394666774.0,8016.28,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
19:16:48,2023-01-11,9363752330.0,2569320973.0,6534.04,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
08:50:12,2023-03-22,4871898706.0,5342213205.0,16703.83,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
18:07:35,2023-04-14,6104630293.0,7353117980.0,13139.23,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
11:56:29,2023-01-22,6862744340.0,1940606783.0,4451.28,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
01:53:32,2022-12-10,8611453693.0,3426973973.0,10766.58,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
17:09:34,2023-03-09,3926257873.0,9186007548.0,8164.48,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
17:48:04,2023-03-19,134201787.0,3363011211.0,8841.38,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
14:24:48,2023-02-25,570663188.0,7683774623.0,14242.37,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
19:37:26,2023-02-13,4465321741.0,4562483238.0,5123.67,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
19:32:09,2022-11-28,8948214449.0,4815705906.0,8458.51,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
23:52:00,2023-04-13,6904199990.0,6219745646.0,8755.51,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
18:34:53,2023-05-16,1215819844.0,9278469330.0,11415.85,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
08:06:58,2023-03-24,1578911880.0,8513052708.0,5113.07,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
23:35:43,2023-05-08,6393574061.0,9479237616.0,15520.2,Swiss franc,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
21:56:35,2022-12-15,5389495176.0,6490215323.0,5341.7,UK pounds,Dirham,UK,UK,ACH,0.0,Normal_Fan_In
20:35:31,2023-05-03,757715143.0,4387942933.0,7404.89,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
13:18:27,2022-12-16,1827102808.0,5291404528.0,9786.11,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
17:40:08,2023-05-28,4968268477.0,339957925.0,5407.79,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
07:34:11,2023-02-20,8460036583.0,5725385692.0,14973.7,UK pounds,Indian rupee,UK,India,Cross-border,0.0,Normal_Fan_In
19:49:23,2023-04-06,4269901080.0,4597809462.0,6421.55,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:03:15,2023-04-19,8679362491.0,3260086590.0,10481.91,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
12:23:05,2022-11-21,875044737.0,7933004921.0,9173.19,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
17:27:38,2023-05-30,1966082910.0,911480620.0,11021.74,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
23:12:52,2023-04-04,4122729671.0,1969487773.0,7048.23,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
07:45:06,2023-03-16,148694553.0,2973532490.0,14631.53,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
14:28:58,2023-03-22,9655730160.0,7607337069.0,5334.91,Albanian lek,UK pounds,Albania,UK,Cross-border,0.0,Normal_Fan_In
12:24:39,2023-03-27,8189049088.0,3816200667.0,11412.56,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
09:58:15,2022-12-15,7873677197.0,9088680066.0,5742.47,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
17:23:27,2023-02-26,7886614980.0,6814183486.0,11647.78,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
02:40:40,2023-02-01,4172359644.0,2423641817.0,8106.82,Naira,UK pounds,Nigeria,UK,Cross-border,0.0,Normal_Fan_In
11:49:18,2022-10-22,7419422842.0,8764853394.0,17460.98,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
12:50:39,2023-01-28,5356790362.0,7363948895.0,4907.49,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
14:45:42,2023-01-10,9258457216.0,1723045971.0,8550.32,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
22:50:32,2022-11-05,4507787126.0,9508192818.0,14106.98,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0.0,Normal_Fan_In
22:26:41,2022-12-21,9276247872.0,4120937991.0,22146.26,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
23:27:45,2022-12-17,5398367349.0,8782470593.0,7149.27,Indian rupee,UK pounds,India,UK,Cross-border,0.0,Normal_Fan_In
16:49:39,2023-02-05,2390053610.0,2331580259.0,8089.35,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
23:29:33,2022-12-21,1270004922.0,4890175716.0,13615.98,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
20:27:33,2022-10-27,57887713.0,3129305916.0,12476.85,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
09:06:16,2022-12-17,810946265.0,1870793776.0,12005.7,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
11:37:03,2023-01-24,1625590287.0,9179140007.0,7120.46,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:57:41,2023-04-18,5262475926.0,7748008480.0,14009.28,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
