Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
14:41:31,2022-10-23,9273592477,4196526214,2324.89,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
10:50:57,2023-06-01,9257016785,8583234634,3792.64,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
09:08:49,2023-01-04,9621415000,4414904458,3244.79,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:02:56,2023-01-14,9156739655,3040582989,8850.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
08:57:46,2023-01-09,4114041356,1940500748,2258.45,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
22:26:32,2023-01-29,5406595740,2644079201,10541.46,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
16:56:56,2022-11-21,2409148141,9750317248,226.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
07:01:15,2023-02-18,6346358313,6764024550,2995.69,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:52:49,2023-06-22,3554763675,4606428466,11623.37,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
13:07:21,2023-04-06,2041162165,2369760691,4126.25,UK pounds,Indian rupee,UK,India,Cross-border,1,Behavioural_Change_1
13:33:59,2022-10-07,5262095561,927895922,4194.02,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
14:41:27,2023-07-28,2820876953,5094201384,6029.32,UK pounds,UK pounds,UK,UK,Debit card,1,Fan_In
09:47:57,2023-01-18,8950114944,4229261409,10461.19,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
19:42:23,2023-08-21,341540842,3640524522,10860.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
10:01:23,2023-01-19,3837607024,1496694897,6470.35,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
09:55:37,2022-10-20,5702856441,8725188715,4446.9,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
15:58:23,2023-06-21,2092970761,2713191137,9728.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
13:44:04,2023-08-07,7512858883,386440627,5626.03,Euro,Euro,France,Germany,Cross-border,1,Structuring
16:29:53,2023-08-16,8986192248,973409668,1654.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:13:20,2022-10-24,8097159824,4096398595,11646.77,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
19:14:31,2022-12-14,7222999901,8200267429,14085.293883247645,UK pounds,Euro,UK,Austria,Cross-border,1,Layered_Fan_Out
12:55:20,2022-11-23,7657551830,5972622880,6332.09,UK pounds,UK pounds,UK,UK,Debit card,1,Stacked Bipartite
15:25:07,2023-05-10,7485237528,5427815689,12512.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
01:55:34,2022-10-13,403526894,6278554025,2723.79,UK pounds,UK pounds,UK,UK,Cheque,1,Behavioural_Change_1
08:06:50,2023-08-18,251879181,6072524496,8525.38,UK pounds,UK pounds,UK,UK,Debit card,1,Stacked Bipartite
17:08:05,2023-02-09,1243650416,5201185567,5153.89,UK pounds,Albanian lek,UK,UK,Credit card,1,Structuring
22:14:21,2023-06-09,4437097524,2455547809,300.16,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
05:15:17,2022-11-13,7457609353,7206745434,16955.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:37:50,2023-04-17,2170654464,6424834252,11032.21,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
19:29:26,2023-02-06,4849869235,8431626322,2013.68,UK pounds,Euro,UK,Austria,Cross-border,1,Deposit-Send
22:50:02,2022-12-29,9964420161,381793005,1275.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
14:10:42,2023-06-26,8192990680,6613775732,1025.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:21:53,2023-04-11,7244990592,3203746500,18018.8,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
03:33:02,2023-05-24,6257679576,6367896068,10182.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
04:18:26,2023-01-07,8844221246,4108816784,8333.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
14:52:12,2022-12-03,1638356540,1744134677,7197.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
09:55:58,2023-07-14,1892628628,6321531005,746.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:45:33,2022-11-20,9501681099,330310031,156.77,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
16:24:22,2022-11-05,6345198198,8576546352,1297.54,UK pounds,Yen,UK,Japan,Cross-border,1,Behavioural_Change_1
14:25:59,2023-04-13,170245136,6479017821,10973.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:20:50,2023-06-16,1253336976,8371675450,121.4,UK pounds,Pakistani rupee,UK,Pakistan,Cash Withdrawal,1,Cash_Withdrawal
13:52:25,2022-10-15,8501920513,4692318788,1972.23,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Behavioural_Change_2
09:54:25,2023-04-06,7225158843,1720394756,14794.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
22:42:14,2023-02-28,3799080345,7050112511,2809.17,UK pounds,Turkish lira,UK,UK,ACH,0,Normal_Small_Fan_Out
08:47:23,2023-02-19,6872985063,2297851433,22663.67,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Deposit-Send
18:01:30,2022-10-16,1763632302,9543913683,4774.09,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
16:38:44,2023-01-18,5594578454,6088979818,3136.8,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
09:44:10,2023-08-13,7937917609,3213443371,6418.15,UK pounds,Swiss franc,UK,Japan,Cross-border,1,Structuring
09:17:41,2023-04-15,2714754327,1892746597,4435.37,UK pounds,Euro,UK,Austria,Cross-border,1,Stacked Bipartite
14:07:16,2023-01-12,5594578454,6088979818,2698.71,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:38:07,2023-06-24,5303346011,5750731581,5863.529080894848,Albanian lek,UK pounds,Albania,UK,Cross-border,1,Layered_Fan_Out
04:14:58,2023-06-21,12735890,5229558527,23027.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
12:31:54,2023-04-30,7906818546,3102715800,4081.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:15:48,2023-04-14,2488893433,57359957,1878.97,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
18:54:24,2023-06-20,2055260853,5260120792,17360.37,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_In
12:38:19,2023-08-13,2843630248,634880108,346.95,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Small_Fan_Out
18:15:33,2023-07-09,9685996675,2584397957,30.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:42:38,2022-10-28,563240951,7804995559,1369.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
22:53:44,2023-04-25,3476506914,9663521959,775.8,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Behavioural_Change_2
20:36:12,2023-04-07,8827042270,899663438,7697.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
22:34:47,2023-03-16,5984947409,5045265825,5447.47,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
08:37:21,2022-11-21,3977815905,9772254154,16064.42,UK pounds,UK pounds,UK,UK,Cheque,1,Fan_In
14:35:59,2023-01-27,838027768,8382216129,1827.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
08:48:37,2023-06-06,3462393397,1864477129,10487.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
22:11:42,2023-06-18,5679110610,2790497279,25590.96500815972,UK pounds,Euro,UK,Netherlands,Cross-border,1,Cycle
09:13:31,2023-04-09,2269104053,2408387366,5923.25,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
11:00:23,2023-04-07,3151610517,2389467192,8160.03,Swiss franc,UK pounds,UK,UK,ACH,1,Bipartite
16:11:40,2023-06-07,9577633368,638683997,7062.14,UK pounds,Euro,UK,Austria,Cross-border,1,Deposit-Send
08:04:49,2023-08-07,514736881,9108447968,2969.23,UK pounds,Euro,UK,France,Cross-border,1,Structuring
08:56:29,2023-07-18,8394329540,5334788886,1510.3,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
18:54:45,2023-04-03,7758837739,5025114621,5361.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:47:44,2023-07-30,3991102760,5030100545,9553.85,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
22:55:12,2023-08-22,1636424035,4475683920,21064.14,UK pounds,UK pounds,UK,UK,Cheque,1,Bipartite
14:48:36,2023-05-07,6944097914,1711014659,5457.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
05:40:43,2023-06-02,6508330825,133925857,4131.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:59:54,2023-05-05,8185097615,4306436131,1767.63,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
08:48:47,2023-03-15,3995490280,9595871085,389.46,UK pounds,Euro,UK,Netherlands,Cross-border,1,Behavioural_Change_1
13:50:18,2023-01-21,6247110854,7920297685,6203.37,UK pounds,UK pounds,UK,UK,Debit card,1,Stacked Bipartite
12:43:47,2023-07-08,3726427410,1321198619,14783.45,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
18:10:28,2023-02-15,4088437613,3859638903,855.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:05:50,2023-05-18,5004625051,4354586272,2744.82,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
01:46:49,2022-11-13,5169092003,9517922369,6135.58,Dirham,UK pounds,UK,UK,Cheque,1,Structuring
08:35:51,2023-08-20,4270943700,7604402185,6595.86,Turkish lira,UK pounds,UK,UK,Credit card,1,Stacked Bipartite
13:56:03,2023-04-01,9116008483,2799960128,5070.56,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
18:07:04,2023-02-25,6779052687,3894970563,34050.77,UK pounds,Euro,UK,Spain,Cross-border,1,Layered_Fan_In
08:11:11,2023-02-06,2676152426,4250341378,5043.39,UK pounds,UK pounds,UK,UK,ACH,1,Fan_Out
21:15:07,2023-05-17,1878101401,439242892,16154.44,UK pounds,UK pounds,UK,UK,Debit card,1,Fan_In
13:57:22,2023-08-15,1157640068,2311552997,3579.43,UK pounds,Euro,UK,Netherlands,Cross-border,1,Structuring
11:43:51,2023-07-11,8452626567,3987632639,5606.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:50:31,2023-02-20,541766557,2146196860,66100.24789676048,Indian rupee,Mexican Peso,India,Mexico,Cross-border,1,Cycle
16:18:14,2023-01-13,5855502721,7278889052,2446.9,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
22:19:14,2023-08-19,4595501668,1485169622,3473.86,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_2
22:28:50,2023-03-09,195599290,732724350,16726.92,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,Bipartite
17:51:45,2023-07-23,6474014934,8225742576,4616.73,UK pounds,UK pounds,UK,UK,Credit card,1,Gather-Scatter
21:52:30,2023-04-21,5496292666,3546293157,8571.87,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
23:59:27,2023-08-12,4984796825,8801720936,9416.84,UK pounds,UK pounds,UK,UK,Credit card,1,Fan_Out
21:17:08,2023-01-17,980191499,5469105041,873.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:53:12,2022-11-25,23039938,8772508254,18289.29,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,Deposit-Send
17:42:24,2023-05-20,1089586857,3117442102,1546.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:07:35,2023-02-09,9941123054,3999529961,10427.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
00:12:01,2022-11-05,117394863,1925953413,6999.17,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
19:09:57,2022-12-18,6725940739,5354141267,10071.177687149448,UK pounds,UK pounds,UK,UK,Credit card,1,Cycle
09:38:29,2023-07-27,1809153362,3432081657,6901.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:33:15,2023-01-09,4495141343,3264445099,23261.24,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
14:37:28,2023-04-27,2662789145,3321355142,29671.85,UK pounds,UK pounds,UK,UK,Debit card,1,Fan_In
16:27:46,2023-05-22,7650304540,2434206797,14645.953647125718,UK pounds,UK pounds,UK,UK,ACH,1,Cycle
21:09:53,2023-05-19,2682269219,8648151672,2899.95,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
16:55:46,2023-04-21,8133027220,9696157978,5351.6,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
20:57:24,2022-11-26,7922655699,3143116829,8201.29,UK pounds,Yen,UK,Japan,Cross-border,1,Stacked Bipartite
09:35:08,2023-01-06,4692678945,9569077072,6008.74,UK pounds,UK pounds,UK,UK,ACH,1,Bipartite
13:43:27,2023-08-07,4625152786,179811011,9106.64,Dirham,UK pounds,UK,UK,Cheque,1,Stacked Bipartite
13:27:49,2022-12-16,5262095561,927895922,2691.12,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
22:59:13,2023-08-10,1320427096,4007288126,4689.98,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
12:04:36,2023-03-21,4503049074,2817594182,5094.17,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
16:44:41,2023-07-13,7147448786,5557620276,289.25,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
21:56:09,2023-07-13,4207346327,6150248680,7919.21,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
07:52:16,2023-08-16,6866095401,8817822667,188.13,UK pounds,Mexican Peso,UK,Mexico,Cash Withdrawal,1,Cash_Withdrawal
15:07:51,2023-07-16,7922074390,4253741458,1311.5,UK pounds,US dollar,UK,USA,Cross-border,1,Behavioural_Change_1
18:33:36,2023-06-01,9824280342,5758120470,6776.96,UK pounds,Euro,UK,Italy,Cross-border,1,Behavioural_Change_1
14:25:17,2023-07-21,5069673981,2987279234,5440.41,Naira,UK pounds,UK,UK,ACH,1,Structuring
17:43:21,2023-08-05,3695545812,470149111,13589.06,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:52:51,2023-04-10,8192990680,2650144993,5386.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:15:39,2023-01-28,7878884657,9113037137,13915.89,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_In
23:06:42,2023-08-08,7320838699,6018777208,27066.93,UK pounds,UK pounds,UK,UK,Debit card,1,Deposit-Send
13:49:35,2023-08-09,5991138099,2632425714,8768.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
23:04:21,2023-01-26,4560597290,2127216070,21997.77,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:09:35,2023-03-28,7897294146,3862642262,16027.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:00:40,2023-03-03,7784865836,6648411570,3351.518844028976,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_Out
21:41:22,2023-02-14,7927672470,3721710723,2168.29,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:33:20,2022-10-12,7877257337,4497771501,3904.73,UK pounds,Naira,UK,Nigeria,Cross-border,1,Structuring
08:10:53,2022-11-14,1723045971,493962181,191.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
03:21:24,2023-06-16,9788361984,712383432,295.7,UK pounds,Dirham,UK,UAE,Cash Withdrawal,1,Cash_Withdrawal
13:33:47,2022-10-20,3405863613,209742673,6246.18,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
10:24:52,2023-01-29,6977632717,8197801810,269035.45,UK pounds,UK pounds,UK,UK,Credit card,1,Single_large
12:39:15,2023-05-09,6698390427,3546293157,2663.4,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
18:03:50,2023-04-20,658199328,5809699944,7183.04,UK pounds,UK pounds,UK,UK,ACH,1,Bipartite
10:13:57,2022-10-09,2737194318,2327949023,7636.06,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
14:00:38,2022-12-18,8880544097,2557236507,5188.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
13:34:29,2023-05-31,9163385117,9769920197,14204.68,UK pounds,UK pounds,UK,UK,Cheque,1,Fan_Out
16:38:46,2022-12-12,3566947462,3650384689,2216.25,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:03:42,2023-03-10,4728492996,2607155469,18715.98,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_2
22:38:20,2022-12-02,2039169094,5087386399,5577.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
17:18:42,2023-02-08,2382052069,4344244332,4806.58,Naira,UK pounds,Nigeria,UK,Cross-border,1,Structuring
17:56:48,2023-02-25,6654604883,2073730911,17599.62,UK pounds,Euro,UK,France,Cross-border,1,Gather-Scatter
21:36:24,2023-02-08,9995802056,2849909719,419.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
09:52:13,2023-07-01,4569841157,2481611223,1248.81,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Behavioural_Change_2
09:19:20,2023-08-21,8822945597,4794674955,23552.4,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
18:53:40,2023-01-26,7350260408,4095917483,71.67,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
18:10:40,2023-06-19,2357599526,3160754068,14058.97,UK pounds,Euro,UK,France,Cross-border,1,Behavioural_Change_1
23:34:26,2023-03-20,8461377751,209742673,5355.14,Euro,UK pounds,Netherlands,UK,Cross-border,1,Structuring
16:28:11,2023-04-06,6872985063,9320108154,3741.75,UK pounds,Euro,UK,Austria,Cross-border,1,Deposit-Send
20:46:20,2023-07-18,5460360634,6721269276,2145.13,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,1,Behavioural_Change_2
18:00:11,2023-07-21,8722719854,348344839,277583.77,UK pounds,UK pounds,UK,UK,ACH,1,Single_large
09:36:11,2023-06-23,3554763675,4387758648,9607.14,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
18:54:09,2022-10-28,5947008165,8420888853,210.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:00:48,2023-04-06,8846792455,5657409958,12001.55,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
20:35:23,2022-12-05,9986072975,3166538889,7089.92,Euro,UK pounds,Germany,UK,Cross-border,1,Structuring
14:35:56,2022-11-06,8197072010,7656126612,4534.45,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Behavioural_Change_2
15:34:27,2023-04-10,6804027791,6351139277,13369.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:43:39,2023-02-16,115683040,1355355788,23021.27,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,1,Deposit-Send
02:04:08,2023-02-07,7778102286,4344244332,4890.42,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
08:08:21,2023-04-22,5326896704,6270240417,9261.42,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
17:17:21,2023-06-06,4067269238,4509567927,25682.71,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,1,Fan_Out
20:45:33,2022-10-28,6123762963,1890155889,5741.07,UK pounds,UK pounds,UK,UK,ACH,1,Behavioural_Change_1
00:25:12,2022-10-25,3976321933,2169197402,252437.7,UK pounds,UK pounds,UK,UK,Cheque,1,Single_large
01:20:02,2023-05-11,6427816025,3366423085,4425.46,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,1,Structuring
19:35:46,2023-04-09,3882163742,9947863058,10015.74,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
09:27:10,2023-04-20,1213024235,6493568658,5660.08,Yen,UK pounds,UK,UK,Cheque,1,Stacked Bipartite
19:50:23,2023-01-27,3091925935,9523583035,4770.54,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_In
21:58:16,2023-04-28,2576673846,6766509105,24949.24,UK pounds,UK pounds,UK,UK,ACH,1,Fan_In
15:44:29,2023-01-18,4939108392,2053753086,5021.84,UK pounds,UK pounds,UK,UK,ACH,1,Behavioural_Change_1
23:28:33,2023-03-16,6874790878,9304462035,149.19,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
18:47:27,2023-06-24,3130936563,4818173673,8646.03,Swiss franc,Turkish lira,UK,Turkey,Cross-border,1,Bipartite
22:20:15,2023-03-10,8678828865,7821292253,17861.332337173197,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_In
09:12:30,2023-03-16,8394329540,5334788886,2669.94,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:15:31,2023-04-03,3049253016,8839746775,5215.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:41:19,2023-05-04,2877378467,5105683193,9315.05,UK pounds,UK pounds,UK,UK,ACH,1,Fan_In
16:14:57,2023-02-19,2417165478,4253374987,6304.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:38:33,2023-05-17,2911269043,9773311372,4427.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
14:28:47,2022-12-22,7973127556,1889778807,9140.68,UK pounds,UK pounds,UK,UK,Credit card,1,Bipartite
15:07:14,2022-12-10,3706337696,7861022135,2849.52,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
21:25:00,2023-08-20,6674149437,4826243299,604.38,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Small_Fan_Out
17:49:06,2023-06-27,6217523355,9849218542,21069.31,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Fan_In
21:18:42,2023-04-21,4911913542,2862389171,19760.27,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:58:31,2023-03-10,7028799426,3098928489,2627.64,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
22:31:24,2023-04-01,1472624642,8319898643,11555.84,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
23:23:15,2023-07-30,6731867331,128324485,8971.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:41:48,2023-02-02,5167947669,9124267041,2649.2,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:57:40,2023-02-27,1559072412,8424086459,13653.86,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
14:57:08,2023-01-03,8233847226,3758304311,5598.17,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:20:10,2022-10-18,2364222213,7856837871,6131.27,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
21:32:13,2023-05-13,4689677755,2285885463,24184.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
02:31:05,2022-12-13,265022275,6133344377,23905.14,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Fan_Out
15:22:43,2023-01-09,9370232088,8352414724,22171.24,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
16:31:15,2023-01-12,8185097615,4306436131,3401.54,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
15:18:54,2023-07-19,9222328899,8084135450,5912.16,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
14:34:30,2023-07-24,9678311627,4604350890,194.13,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
16:48:04,2023-07-19,1956524729,1973005435,8111.62,UK pounds,Euro,UK,Italy,Cross-border,1,Layered_Fan_In
11:39:49,2023-03-25,1688983889,1925635601,375.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:02:59,2022-12-03,6174306361,8139945133,1554.79,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:17:17,2023-08-12,5535911422,7240669377,9125.03,UK pounds,UK pounds,UK,UK,Cheque,1,Stacked Bipartite
15:01:19,2022-12-12,599346450,1887745150,8235.11,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_In
19:22:03,2023-02-14,9371524385,6541552727,8915.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
06:00:01,2023-07-19,9393737863,8768131086,14963.54,UK pounds,Swiss franc,UK,Nigeria,Cross-border,1,Bipartite
23:46:09,2023-05-24,851722110,3648375573,15594.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:04:28,2023-07-31,8224266524,9593324111,2899.156075470085,UK pounds,US dollar,UK,USA,Cross-border,1,Cycle
10:20:33,2022-10-31,4447501051,3744409213,25500.37,UK pounds,UK pounds,UK,UK,Debit card,1,Fan_Out
19:47:55,2022-10-08,4547962204,6508267059,24.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
06:01:40,2022-11-16,6901503920,9257052636,67.5,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
16:08:09,2023-06-03,7082161692,1112677585,3587.8,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Small_Fan_Out
14:17:26,2023-05-11,2091046669,3765744005,2451.71,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:03:21,2023-07-25,4439492392,7689569105,3428.9239546236727,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_Out
14:36:07,2023-01-10,4144143737,2057111998,425.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:06:31,2023-01-31,7203221145,1599764574,29972.18950542041,UK pounds,UK pounds,UK,UK,ACH,1,Cycle
21:14:19,2023-06-20,9787411014,3790148325,7808.49,UK pounds,Moroccan dirham,UK,UK,Cheque,1,Structuring
10:41:30,2022-11-04,8537288551,975871064,5379.18,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Behavioural_Change_2
13:52:27,2023-06-19,6543072915,4364823709,1998.67,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
16:59:32,2023-02-22,4063484504,4701344767,22798.295619594817,UK pounds,UK pounds,UK,UK,Debit card,1,Layered_Fan_In
19:41:52,2023-07-07,5233277886,5969692764,130.4,UK pounds,Yen,UK,Japan,Cash Withdrawal,1,Cash_Withdrawal
07:10:11,2022-12-08,4446652934,6112386593,2864.606865955237,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
